plotid,species,cover
270039,Juniperus squamata,95
270039,Arabis lyrata s. kamtschatica,1
270039,Lonicera kawakamii,5
270039,Rubus rolfei,1
270039,Thalictrum rubescens,1
270039,Oreomyrrhis involucrata,1
270039,Viola senzanensis,4
270039,Carex breviculmis,9
270039,Swertia macrosperma,1
270039,Hypericum nagasawai,1
270039,Potentilla leuconota,1
270039,Polystichum morii,1
270039,Luzula taiwaniana,1
270039,Myriactis humilis,1
270039,Hemiphragma heterophyllum,1
270039,Rhododendron pachysanthum,2
270039,Geranium hayatanum,1
270039,Fragaria hayatai,1
270039,Veronica oligosperma,3
270039,Ranunculus taisanensis,1
270039,Arenaria takasagomontana,1
081042,Vitex quinata,1
081042,Rhododendron pseudochrysanthum,47
081042,Ainsliaea latifolia s. henryi,1
081042,Aletris formosana,1
081042,Deschampsia flexuosa,1
081042,Gaultheria itoana,1
081042,Juniperus squamata,52
081042,Lonicera kawakamii,1
081042,Sedum morrisonense,1
081042,Trisetum spicatum v. formosanum,1
081042,Veratrum formosanum,1
081042,Cirsium kawakamii,1
081042,Solidago virgaurea v. leiocarpa,1
081042,Boschniakia himalaica,1
081042,Festuca rubra,1
081042,Saussurea glandulosa,1
081042,Anaphalis morrisonicola,1
081042,Angelica morrisonicola,1
081042,Leontopodium microphyllum,1
200105,Yushania niitakayamensis,73
200105,Ainsliaea latifolia s. henryi,26
200105,Hydrangea anomala,1
200105,Viola adenothrix v. tsugitakaensis,1
200105,Abies kawakamii,66
200105,Deschampsia flexuosa,1
200105,Juniperus squamata,34
200105,Thalictrum rubescens,1
200105,Oreomyrrhis involucrata,1
200105,Berberis morrisonensis,1
200105,Myriactis humilis,1
200105,Cerastium trigynum v. morrisonense,1
200105,Veronica morrisonicola,1
200105,Cirsium arisanense,1
200105,Aniselytron agrostoides,1
200105,Ponerorchis kiraishiensis,1
200105,Galium morii,1
200105,Galium gracilens,1
200105,Aniselytron treutleri,1
200073,Rhododendron pseudochrysanthum,2
200073,Ainsliaea latifolia s. henryi,14
200073,Abies kawakamii,95
200073,Deschampsia flexuosa,1
200073,Gaultheria itoana,5
200073,Juniperus squamata,14
200073,Cheilotheca humilis,1
200073,Berberis morrisonensis,1
200073,Hypericum nagasawai,1
200073,Trichophorum subcapitatum,1
200073,Festuca rubra,1
200073,Ponerorchis kiraishiensis,1
200075,Rhododendron pseudochrysanthum,3
200075,Ainsliaea latifolia s. henryi,7
200075,Viola adenothrix v. tsugitakaensis,1
200075,Abies kawakamii,95
200075,Deschampsia flexuosa,2
200075,Gaultheria itoana,8
200075,Juniperus squamata,48
200075,Sedum morrisonense,1
200075,Berberis morrisonensis,1
200075,Hypericum nagasawai,1
200075,Pimpinella niitakayamensis,1
200075,Luzula taiwaniana,1
200075,Trichophorum subcapitatum,1
200075,Cystopteris fragilis,1
200075,Leontopodium microphyllum,1
200075,Veronica morrisonicola,1
200075,Cirsium arisanense,1
200075,Potentilla discolor,4
200075,Agropyron mayebaranum,2
200075,Carex manca s. takasagoana,1
200075,Carex satzumensis,1
200075,Ponerorchis kiraishiensis,1
081039,Ainsliaea macroclinidioides,1
081039,Vitex quinata,1
081039,Athyrium arisanense,1
081039,Rhododendron pseudochrysanthum,10
081039,Galium echinocarpum,1
081039,Dryopteris wallichiana,1
081039,Ainsliaea latifolia s. henryi,40
081039,Pilea plataniflora,1
081039,Senecio scandens,1
081039,Abies kawakamii,26
081039,Deschampsia flexuosa,8
081039,Juniperus squamata,78
081039,Lonicera kawakamii,1
081039,Ribes formosanum,2
081039,Rosa transmorrisonensis,1
081039,Sedum morrisonense,1
081039,Arenaria subpilosa,1
081039,Agrostis infirma,1
081039,Trisetum spicatum v. formosanum,1
081039,Berberis morrisonensis,10
081039,Cirsium kawakamii,6
081039,Rosa taiwanensis,1
081039,Polystichum morii,1
081039,Myriactis humilis,1
081039,Cystopteris fragilis,6
081039,Cerastium trigynum v. morrisonense,1
081039,Saussurea glandulosa,1
081039,Juncus effusus v. decipiens,1
081039,Phleum alpinum,1
081039,Agropyron formosanum,1
081039,Epilobium amurense,1
270010,Rhododendron pseudochrysanthum,10
270010,Gaultheria itoana,1
270010,Gentiana arisanensis,1
270010,Juniperus squamata,35
270010,Trichophorum subcapitatum,1
200081,Yushania niitakayamensis,1
200081,Rhododendron pseudochrysanthum,10
200081,Ainsliaea latifolia s. henryi,57
200081,Viola adenothrix v. tsugitakaensis,1
200081,Abies kawakamii,67
200081,Deschampsia flexuosa,2
200081,Gaultheria itoana,1
200081,Juniperus squamata,42
200081,Daphne morrisonesis,1
200081,Berberis morrisonensis,1
200081,Hypericum nagasawai,1
200081,Pimpinella niitakayamensis,1
200081,Solidago virgaurea v. leiocarpa,1
200081,Luzula taiwaniana,1
200081,Athyrium reflexipinnum,1
200081,Luzula effusa,1
200081,Artemisia oligocarpa,1
200081,Cirsium arisanense,3
200081,Potentilla discolor,1
200081,Agropyron mayebaranum,1
200081,Galium morii,2
200081,Rubus taitoensis,1
310331,Yushania niitakayamensis,92
310331,Rubus pectinellus,1
310331,Galium echinocarpum,1
310331,Senecio nemorensis v. dentatus,1
310331,Tripterospermum lanceolatum,1
310331,Oxalis acetocella s. griffithii,1
310331,Smilax vaginata,1
310331,Ainsliaea latifolia s. henryi,1
310331,Abies kawakamii,46
310331,Gaultheria itoana,1
310331,Juniperus squamata,54
310331,Cystopteris moupinensis,1
310331,Lonicera kawakamii,1
310331,Sedum morrisonense,1
310331,Oreomyrrhis involucrata,1
310331,Viola senzanensis,1
310331,Gentiana davidii v. formosana,1
310331,Berberis morrisonensis,1
310331,Cirsium kawakamii,1
310331,Hypericum nagasawai,1
310331,Platanthera brevicalcarata,1
310331,Spiraea morrisonicola,1
310331,Athyrium reflexipinnum,1
310331,Viola adenothrix,1
310331,Myriactis humilis,1
310331,Hemiphragma heterophyllum,1
310331,Fragaria hayatai,1
310331,Helictotrichon abietetorum,1
310331,Veronica morrisonicola,1
310331,Rubus pungens v. oldhamii,1
310331,Clematis montana,1
310331,Arenaria takasagomontana,1
310331,Carex fernaldiana,1
310510,Yushania niitakayamensis,87
310510,Berberis kawakamii,2
310510,Elatostema trilobulatum,1
310510,Rubus pectinellus,1
310510,Galium echinocarpum,1
310510,Senecio nemorensis v. dentatus,1
310510,Tripterospermum lanceolatum,1
310510,Oxalis acetocella s. griffithii,1
310510,Ainsliaea latifolia s. henryi,2
310510,Abies kawakamii,60
310510,Juniperus squamata,40
310510,Cystopteris moupinensis,1
310510,Daphne morrisonesis,1
310510,Lonicera kawakamii,1
310510,Rosa transmorrisonensis,1
310510,Rubus rolfei,1
310510,Thalictrum rubescens,1
310510,Listera morrisonicola,1
310510,Pimpinella niitakayamensis,1
310510,Circaea alpina s. imaicola,1
310510,Viola adenothrix,1
310510,Galium nankotaizanum,1
310510,Geranium hayatanum,1
310510,Fragaria hayatai,1
310510,Aconitum fukutomei,3
310510,Veronica morrisonicola,1
310510,Clematis montana,1
200266,Ainsliaea macroclinidioides,1
200266,Yushania niitakayamensis,90
200266,Galium echinocarpum,1
200266,Deschampsia flexuosa,1
200266,Gaultheria itoana,1
200266,Juniperus squamata,95
200266,Agrostis clavata,1
200266,Cystopteris moupinensis,1
200266,Dryopteris serratodentata,1
200266,Arenaria subpilosa,1
200266,Oreomyrrhis involucrata,1
200266,Berberis morrisonensis,1
200266,Hypericum nagasawai,1
200266,Potentilla leuconota,1
200266,Circaea alpina s. imaicola,1
200266,Luzula taiwaniana,1
200266,Athyrium reflexipinnum,1
200266,Hemiphragma heterophyllum,1
200266,Oxalis acetocella s. taemoni,1
200266,Anaphalis morrisonicola,1
200266,Artemisia oligocarpa,1
200266,Thalictrum urbaini,1
200266,Cirsium arisanense,1
200266,Potentilla matsumurae v. pilosa,1
200266,Dryopteris alpestris,1
200266,Artemisia kawakamii,1
200266,Polystichum lachenense,1
200266,Rubus pungens v. oldhamii,3
200266,Carex satzumensis,1
310299,Yushania niitakayamensis,76
310299,Berberis kawakamii,1
310299,Rubus pectinellus,1
310299,Galium echinocarpum,1
310299,Senecio nemorensis v. dentatus,1
310299,Ainsliaea latifolia s. henryi,1
310299,Gentiana arisanensis,1
310299,Juniperus squamata,95
310299,Cystopteris moupinensis,1
310299,Primula miyabeana,1
310299,Sedum morrisonense,1
310299,Berberis morrisonensis,3
310299,Cirsium kawakamii,1
310299,Platanthera brevicalcarata,1
310299,Potentilla leuconota,1
310299,Luzula taiwaniana,1
310299,Athyrium reflexipinnum,1
310299,Oxalis acetocella s. griffinthii v. fo,1
310299,Viola adenothrix,1
310299,Myriactis humilis,1
310299,Pedicularis verticillata,1
310299,Hemiphragma heterophyllum,1
310299,Geranium hayatanum,1
310299,Fragaria hayatai,5
310299,Aconitum fukutomei,5
310299,Arenaria takasagomontana,1
310299,Carex fernaldiana,1
310299,Thalictrum myriophyllum,1
290022,Yushania niitakayamensis,90
290022,Sphenomeris biflora,1
290022,Elatostema trilobulatum,1
290022,Galium echinocarpum,1
290022,Ainsliaea latifolia s. henryi,1
290022,Abies kawakamii,95
290022,Juniperus squamata,4
290022,Sedum morrisonense,1
290022,Oreomyrrhis involucrata,1
290022,Hypericum nagasawai,1
290022,Luzula taiwaniana,1
290022,Oxalis acetocella s. griffinthii v. fo,1
290022,Rosa sericea v. morrisonensis,1
290022,Fragaria hayatai,1
290022,Veronica morrisonicola,1
290022,Rubus pungens v. oldhamii,1
290022,Poa annua,1
081063,Tsuga chinensis v. formosana,1
081063,Yushania niitakayamensis,95
081063,Berberis kawakamii,1
081063,Ainsliaea latifolia s. henryi,1
081063,Ellisiophyllum pinnatum,1
081063,Abies kawakamii,95
081063,Gaultheria itoana,1
081063,Gentiana arisanensis,1
081063,Juniperus squamata,3
081063,Rubus rolfei,1
081063,Solidago virgaurea v. leiocarpa,1
081063,Oxalis acetocella s. griffinthii v. fo,1
081063,Senecio scandens v. incisus,1
081063,Myriactis humilis,1
081063,Hemiphragma heterophyllum,1
110312,Yushania niitakayamensis,10
110312,Rhododendron pseudochrysanthum,1
110312,Oxalis acetocella s. griffithii,1
110312,Ainsliaea latifolia s. henryi,1
110312,Abies kawakamii,71
110312,Deschampsia flexuosa,1
110312,Primula miyabeana,1
110312,Thalictrum rubescens,1
110312,Oreomyrrhis involucrata,1
110312,Luzula taiwaniana,1
110312,Myriactis humilis,1
110312,Veronica morrisonicola,1
110312,Galium tarokoense,1
320044,Yushania niitakayamensis,95
320044,Senecio nemorensis v. dentatus,1
320044,Pyrola morrisonensis,1
320044,Abies kawakamii,95
320044,Deschampsia flexuosa,1
320044,Ribes formosanum,1
320044,Sedum morrisonense,1
320044,Arenaria subpilosa,1
320044,Rhododendron pachysanthum,1
320044,Geranium hayatanum,1
320044,Galium formosense,1
320044,Agrostis infirma v. arisanmontana,1
110431,Paris polyphylla,1
110431,Eurya glaberrima,1
110431,Yushania niitakayamensis,70
110431,Berberis kawakamii,5
110431,Daphne arisanensis,1
110431,Elatostema trilobulatum,1
110431,Rubus pectinellus,1
110431,Peracarpa carnosa,1
110431,Abies kawakamii,50
110431,Cystopteris moupinensis,1
110431,Sedum morrisonense,1
110431,Luzula taiwaniana,5
110431,Viburnum betulifolium,8
110431,Sorbus randaiensis,10
110431,Carex nubigena,1
110431,Rubus pungens v. oldhamii,1
110431,Athyrium oppositipinnum,1
110431,Cryptotaenia japonica,1
200273,Yushania niitakayamensis,95
200273,Elatostema trilobulatum,1
200273,Ainsliaea latifolia s. henryi,1
200273,Abies kawakamii,95
200273,Agrostis clavata,1
200273,Dryopteris serratodentata,1
200273,Oreomyrrhis involucrata,1
200273,Carex breviculmis,1
200273,Polystichum morii,1
200273,Sorbus randaiensis,4
200273,Carex satzumensis,1
310308,Yushania niitakayamensis,78
310308,Galium echinocarpum,1
310308,Senecio nemorensis v. dentatus,1
310308,Dryopteris austriaca,1
310308,Oxalis acetocella s. griffithii,3
310308,Ainsliaea latifolia s. henryi,8
310308,Abies kawakamii,95
310308,Deschampsia flexuosa,3
310308,Cystopteris moupinensis,1
310308,Rosa transmorrisonensis,1
310308,Thalictrum rubescens,1
310308,Arenaria subpilosa,1
310308,Oreomyrrhis involucrata,1
310308,Polystichum morii,1
310308,Athyrium reflexipinnum,1
310308,Myriactis humilis,1
310308,Deschampsia cespitosa v. festucifolia,1
310308,Galium formosense,1
310308,Sedum nokoense,1
020448,Lepisorus thunbergianus,1
020448,Yushania niitakayamensis,80
020448,Elatostema trilobulatum,4
020448,Galium echinocarpum,1
020448,Urtica thunbergiana,1
020448,Crypsinus quasidivaricatus,1
020448,Oxalis acetocella s. griffithii,1
020448,Ainsliaea latifolia s. henryi,1
020448,Abies kawakamii,76
020448,Cheilotheca humilis,1
020448,Adiantum formosanum,1
020448,Adiantum roborowskii v. taiwanianum,1
020448,Agrostis clavata,1
020448,Arabis lyrata s. kamtschatica,1
020448,Brachypodium sylvaticum,1
020448,Circaea erubescens,3
020448,Cystopteris moupinensis,2
020448,Daphne morrisonesis,1
020448,Dryopteris serratodentata,1
020448,Lonicera kawakamii,1
020448,Primula miyabeana,1
020448,Ribes formosanum,26
020448,Rosa transmorrisonensis,1
020448,Rubus rolfei,1
020448,Smilacina japonica,1
020448,Smilax hayatae,1
020448,Thalictrum rubescens,1
020448,Rubus croceacanthus,1
110310,Rhododendron pseudochrysanthum,1
110310,Ainsliaea latifolia s. henryi,1
110310,Abies kawakamii,15
110310,Festuca ovina,1
110310,Juniperus squamata,5
110310,Primula miyabeana,1
110310,Thalictrum rubescens,1
110310,Dianthus pygmaeus,1
110310,Veronica morrisonicola,1
110310,Carex chrysolepis,1
110310,Aster morrisonensis,1
081050,Ainsliaea macroclinidioides,1
081050,Yushania niitakayamensis,95
081050,Athyrium arisanense,1
081050,Rhododendron pseudochrysanthum,18
081050,Galium echinocarpum,1
081050,Dryopteris wallichiana,1
081050,Ainsliaea latifolia s. henryi,1
081050,Abies kawakamii,80
081050,Ribes formosanum,1
081050,Circaea alpina s. imaicola,1
081050,Boschniakia himalaica,1
081050,Cerastium trigynum v. morrisonense,1
081050,Sorbus randaiensis,4
081050,Agrostis infirma v. formosana,1
320481,Yushania niitakayamensis,16
320481,Galium echinocarpum,1
320481,Oxalis acetocella s. griffithii,1
320481,Ainsliaea latifolia s. henryi,75
320481,Abies kawakamii,82
320481,Dryopteris serratodentata,1
320481,Luzula taiwaniana,1
320481,Deschampsia cespitosa v. festucifolia,6
320481,Rhododendron pachysanthum,19
320481,Veronica morrisonicola,1
320481,Polystichum lachenense,1
320481,Sedum nokoense,1
081059,Rubus swinhoei,1
081059,Lepisorus thunbergianus,1
081059,Tsuga chinensis v. formosana,3
081059,Yushania niitakayamensis,95
081059,Polystichum parvipinnulum,1
081059,Rhododendron pseudochrysanthum,1
081059,Dryopteris hypophlebia,1
081059,Ainsliaea latifolia s. henryi,1
081059,Asplenium trichomanes,1
081059,Abies kawakamii,82
081059,Juniperus squamata,15
081059,Sedum morrisonense,1
081059,Berberis morrisonensis,1
081059,Platanthera brevicalcarata,1
081059,Circaea alpina s. imaicola,1
081059,Luzula taiwaniana,1
081059,Senecio scandens v. incisus,1
081059,Smilax menispermoidea,1
081059,Myriactis humilis,1
081059,Oxalis acetocella s. taemoni,1
081059,Pteridium aquilinum s. wightianum,1
081059,Goodyera nankoensis,1
110426,Yushania niitakayamensis,20
110426,Lepisorus monilisorus,1
110426,Elatostema trilobulatum,1
110426,Crypsinus quasidivaricatus,1
110426,Peracarpa carnosa,1
110426,Ainsliaea latifolia s. henryi,1
110426,Abies kawakamii,40
110426,Deschampsia flexuosa,1
110426,Gaultheria itoana,1
110426,Juniperus squamata,25
110426,Rosa transmorrisonensis,1
110426,Potentilla leuconota,1
110426,Luzula taiwaniana,1
110426,Sorbus randaiensis,1
110426,Dianthus pygmaeus,1
110426,Rubus pungens v. oldhamii,5
110426,Nemosenecio formosanus,1
110426,Sedum nokoense,1
270043,Lepisorus monilisorus,1
270043,Berberis kawakamii,1
270043,Pieris taiwanensis,3
270043,Rhododendron pseudochrysanthum,6
270043,Galium echinocarpum,1
270043,Rhododendron rubropilosum,1
270043,Ainsliaea latifolia s. henryi,1
270043,Abies kawakamii,70
270043,Juniperus squamata,3
270043,Hypericum nagasawai,1
310307,Yushania niitakayamensis,3
310307,Galium echinocarpum,1
310307,Senecio nemorensis v. dentatus,1
310307,Dryopteris austriaca,1
310307,Oxalis acetocella s. griffithii,4
310307,Ainsliaea latifolia s. henryi,42
310307,Abies kawakamii,95
310307,Juniperus squamata,7
310307,Cystopteris moupinensis,1
310307,Arenaria subpilosa,1
310307,Oreomyrrhis involucrata,1
310307,Myriactis humilis,1
310307,Deschampsia cespitosa v. festucifolia,4
310307,Hemiphragma heterophyllum,1
310307,Rosa sericea v. morrisonensis,1
310307,Galium formosense,1
310307,Sedum nokoense,13
310307,Agrostis infirma v. fukuyamae,6
310307,Prunella vulgaris s. asiatica v. nanhu,1
310497,Yushania niitakayamensis,69
310497,Dryopteris austriaca,1
310497,Ainsliaea latifolia s. henryi,9
310497,Abies kawakamii,63
310497,Gaultheria itoana,1
310497,Juniperus squamata,12
310497,Cystopteris moupinensis,1
310497,Sedum morrisonense,4
310497,Oreomyrrhis involucrata,1
310497,Athyrium reflexipinnum,1
310497,Deschampsia cespitosa v. festucifolia,3
310497,Rhododendron pachysanthum,35
310497,Geranium hayatanum,1
310497,Rosa sericea v. morrisonensis,1
310497,Polygonum runcinatum,1
310313,Yushania niitakayamensis,91
310313,Smilax vaginata,1
310313,Ainsliaea latifolia s. henryi,3
310313,Pyrola morrisonensis,1
310313,Abies kawakamii,81
310313,Gaultheria itoana,1
310313,Juniperus squamata,1
310313,Lonicera kawakamii,1
310313,Listera morrisonicola,1
310313,Agrostis infirma,1
310313,Gentiana davidii v. formosana,1
310313,Athyrium reflexipinnum,1
310313,Viola adenothrix,1
310313,Myriactis humilis,1
310313,Rhododendron pachysanthum,20
310313,Goodyera nankoensis,1
310313,Clematis montana,1
200104,Rhododendron pseudochrysanthum,1
200104,Ainsliaea latifolia s. henryi,35
200104,Abies kawakamii,91
200104,Deschampsia flexuosa,1
200104,Gaultheria itoana,12
200104,Juniperus squamata,35
200104,Agrostis clavata,9
200104,Gentiana davidii v. formosana,1
200104,Pimpinella niitakayamensis,1
200104,Potentilla leuconota,1
200104,Luzula taiwaniana,9
200104,Agropyron mayebaranum,1
200104,Carex satzumensis,1
200104,Ponerorchis kiraishiensis,1
200265,Yushania niitakayamensis,66
200265,Galium echinocarpum,2
200265,Ainsliaea latifolia s. henryi,7
200265,Ellisiophyllum pinnatum,1
200265,Abies kawakamii,95
200265,Deschampsia flexuosa,2
200265,Juniperus formosana,1
200265,Arabis lyrata s. kamtschatica,1
200265,Cystopteris moupinensis,1
200265,Dryopteris serratodentata,1
200265,Sedum morrisonense,1
200265,Arenaria subpilosa,1
200265,Oreomyrrhis involucrata,1
200265,Berberis morrisonensis,2
200265,Potentilla leuconota,1
200265,Myriactis humilis,1
200265,Oxalis acetocella s. taemoni,1
200265,Cerastium trigynum v. morrisonense,1
200265,Anaphalis morrisonicola,1
200265,Polygonum filicaule,1
200265,Veronica oligosperma,1
200265,Thalictrum urbaini,3
200265,Veronica morrisonicola,3
200265,Cirsium arisanense,1
200265,Chrysosplenium hebetatum,2
200265,Asplenium viride,1
200265,Potentilla matsumurae v. pilosa,1
200265,Polystichum lachenense,1
200265,Rubus pungens v. oldhamii,1
110502,Tsuga chinensis v. formosana,3
110502,Yushania niitakayamensis,95
110502,Anoectochilus formosanus,1
110502,Rubus pectinellus,1
110502,Galium echinocarpum,1
110502,Senecio nemorensis v. dentatus,1
110502,Pyrola alboreticulata,1
110502,Ainsliaea latifolia s. henryi,1
110502,Abies kawakamii,95
110502,Lonicera kawakamii,1
110502,Ilex bioritsensis,1
110502,Smilax menispermoidea,1
110502,Rubus pungens,1
200079,Yushania niitakayamensis,95
200079,Elatostema trilobulatum,1
200079,Oxalis acetocella s. griffithii,1
200079,Ainsliaea latifolia s. henryi,4
200079,Lepisorus kawakamii,1
200079,Abies kawakamii,92
200079,Deschampsia flexuosa,1
200079,Juniperus squamata,8
200079,Cheilotheca humilis,1
200079,Oreomyrrhis involucrata,1
200079,Berberis morrisonensis,1
200079,Pimpinella niitakayamensis,1
200079,Solidago virgaurea v. leiocarpa,1
200079,Luzula effusa,1
200079,Mitella formosana,1
200079,Fragaria hayatai,1
200079,Veronica oligosperma,1
200079,Veronica morrisonicola,1
200079,Polystichum lachenense,1
200079,Clematis montana,1
200079,Galium morii,1
200079,Rubus taitoensis,1
250056,Yushania niitakayamensis,95
250056,Dryopteris sparsa,5
250056,Ainsliaea latifolia s. henryi,10
250056,Abies kawakamii,91
250056,Deschampsia flexuosa,1
250056,Juniperus squamata,3
250056,Primula miyabeana,1
250056,Oreomyrrhis involucrata,1
250056,Agrostis infirma,1
250056,Hypericum nagasawai,1
250056,Circaea alpina s. imaicola,1
250056,Berberis brevisepala,1
250056,Viola adenothrix,1
250056,Myriactis humilis,1
250056,Luzula effusa,1
250056,Fragaria hayatai,1
250056,Veronica morrisonicola,1
250056,Cirsium arisanense,1
250056,Galium formosense,15
250056,Rubus pungens v. oldhamii,1
250056,Geranium suzukii,1
250056,Senecio morrisonensis,1
250056,Anemone stolonifera,1
250079,Tsuga chinensis v. formosana,5
250079,Yushania niitakayamensis,90
250079,Lonicera acuminata,1
250079,Rubus pectinellus,1
250079,Ainsliaea latifolia s. henryi,5
250079,Abies kawakamii,95
250079,Juniperus squamata,5
250079,Cystopteris moupinensis,5
250079,Berberis morrisonensis,1
250079,Myriactis humilis,1
250079,Luzula effusa,1
250079,Tripterospermum cordifolium,1
250079,Galium gracilens,1
250079,Rubus taiwanicolus,1
250055,Tsuga chinensis v. formosana,10
250055,Yushania niitakayamensis,60
250055,Elatostema trilobulatum,2
250055,Urtica thunbergiana,1
250055,Oxalis acetocella s. griffithii,1
250055,Ainsliaea latifolia s. henryi,1
250055,Abies kawakamii,79
250055,Deschampsia flexuosa,1
250055,Juniperus squamata,5
250055,Cystopteris moupinensis,1
250055,Primula miyabeana,1
250055,Sedum morrisonense,1
250055,Arenaria subpilosa,3
250055,Oreomyrrhis involucrata,1
250055,Agrostis infirma,1
250055,Circaea alpina s. imaicola,2
250055,Viola adenothrix,1
250055,Myriactis humilis,1
250055,Thalictrum urbaini,1
250055,Cirsium arisanense,2
250055,Galium formosense,1
250055,Chrysosplenium hebetatum,1
250055,Dryopteris alpestris,1
250055,Hylotelephium subcapitatum,1
250055,Polystichum lachenense,1
250055,Galium gracilens,1
250055,Epilobium brevifolium s. trichoneurum,1
250055,Poa takasagomontana,2
200103,Yushania niitakayamensis,19
200103,Rhododendron pseudochrysanthum,23
200103,Galium echinocarpum,1
200103,Ainsliaea latifolia s. henryi,34
200103,Hydrangea anomala,1
200103,Viola adenothrix v. tsugitakaensis,1
200103,Abies kawakamii,88
200103,Gaultheria itoana,1
200103,Juniperus squamata,28
200103,Agrostis clavata,1
200103,Lonicera kawakamii,1
200103,Rosa transmorrisonensis,1
200103,Sedum morrisonense,1
200103,Berberis morrisonensis,2
200103,Pimpinella niitakayamensis,1
200103,Vaccinium merrillianum,1
200103,Myriactis humilis,1
200103,Luzula effusa,1
200103,Cystopteris fragilis,1
200103,Veronica morrisonicola,1
200103,Cirsium arisanense,1
200103,Galium formosense,1
200103,Agropyron mayebaranum,1
200103,Galium morii,1
200103,Carex taiwanensis,1
200103,Galium gracilens,1
081045,Vitex quinata,1
081045,Athyrium arisanense,1
081045,Rhododendron pseudochrysanthum,2
081045,Hydrangea aspera,1
081045,Dryopteris wallichiana,1
081045,Oxalis acetocella s. griffithii,1
081045,Ainsliaea latifolia s. henryi,75
081045,Ellisiophyllum pinnatum,1
081045,Abies kawakamii,77
081045,Aletris formosana,1
081045,Ribes formosanum,1
081045,Rubus rolfei,1
081045,Sedum morrisonense,1
081045,Berberis morrisonensis,1
081045,Cirsium kawakamii,1
081045,Myriactis humilis,1
081045,Hemiphragma heterophyllum,1
081045,Cystopteris fragilis,6
081045,Saussurea glandulosa,1
081045,Sorbus randaiensis,23
081045,Juncus effusus v. decipiens,1
081045,Artemisia oligocarpa,1
081045,Agropyron formosanum,1
081045,Thalictrum urbaini v. majus,1
081045,Agrostis infirma v. formosana,3
081045,Polygonum filicaule,12
081045,Rubus croceacanthus,1
310368,Yushania niitakayamensis,79
310368,Galium echinocarpum,1
310368,Senecio nemorensis v. dentatus,2
310368,Ainsliaea latifolia s. henryi,3
310368,Abies kawakamii,95
310368,Arabis lyrata s. kamtschatica,6
310368,Ribes formosanum,1
310368,Arenaria subpilosa,2
310368,Agrostis infirma,2
310368,Oxalis acetocella s. griffinthii v. fo,3
310368,Myriactis humilis,1
310368,Luzula effusa,1
310368,Clinopodium laxiflorum,1
310368,Sedum nokoense,1
310303,Yushania niitakayamensis,90
310303,Rhododendron pseudochrysanthum,1
310303,Senecio nemorensis v. dentatus,1
310303,Ainsliaea latifolia s. henryi,5
310303,Abies kawakamii,84
310303,Deschampsia flexuosa,1
310303,Gaultheria itoana,1
310303,Juniperus squamata,14
310303,Cystopteris moupinensis,1
310303,Lonicera kawakamii,1
310303,Primula miyabeana,1
310303,Rosa transmorrisonensis,1
310303,Rubus rolfei,1
310303,Thalictrum rubescens,1
310303,Oreomyrrhis involucrata,1
310303,Berberis morrisonensis,1
310303,Cirsium kawakamii,1
310303,Pimpinella niitakayamensis,1
310303,Platanthera brevicalcarata,1
310303,Viola adenothrix,1
310303,Hemiphragma heterophyllum,1
310303,Rhododendron pachysanthum,1
310303,Aster takasagomontanus,1
310303,Fragaria hayatai,1
310303,Veronica oligosperma,1
310303,Brachypodium kawakamii,1
310303,Galium formosense,1
310303,Polystichum acanthophyllum,1
310303,Rubus pungens v. oldhamii,1
310303,Clinopodium laxiflorum,1
310303,Clematis montana,1
310303,Galium morii,1
310303,Sedum nokoense,1
310303,Rubus taiwanicolus,1
310303,Agrostis infirma v. fukuyamae,1
310303,Prunella vulgaris s. asiatica v. nanhu,1
300178,Yushania niitakayamensis,74
300178,Pinus armandii v. masteriana,1
300178,Rubus pectinellus,1
300178,Galium echinocarpum,1
300178,Dryopteris lepidopoda,1
300178,Oxalis acetocella s. griffithii,1
300178,Ainsliaea latifolia s. henryi,8
300178,Abies kawakamii,95
300178,Deschampsia flexuosa,3
300178,Gaultheria itoana,1
300178,Juniperus formosana,1
300178,Sedum morrisonense,1
300178,Agrostis infirma,1
300178,Athyrium reflexipinnum,1
300178,Luzula effusa,4
300178,Rosa sericea v. morrisonensis,1
110116,Rhododendron pseudochrysanthum,4
110116,Hydrangea aspera,1
110116,Senecio nemorensis v. dentatus,1
110116,Oxalis acetocella s. griffithii,4
110116,Ainsliaea latifolia s. henryi,17
110116,Abies kawakamii,84
110116,Gaultheria itoana,1
110116,Gentiana arisanensis,1
110116,Juniperus squamata,21
110116,Arabis lyrata s. kamtschatica,1
110116,Lonicera kawakamii,12
110116,Primula miyabeana,1
110116,Rubus rolfei,1
110116,Sedum morrisonense,1
110116,Oreomyrrhis involucrata,1
110116,Cirsium kawakamii,1
110116,Hypericum nagasawai,10
110116,Potentilla leuconota,1
110116,Solidago virgaurea v. leiocarpa,1
110116,Polystichum morii,1
110116,Myriactis humilis,1
110116,Hemiphragma heterophyllum,1
110116,Fragaria hayatai,10
110116,Veronica oligosperma,12
110116,Veronica morrisonicola,1
110116,Clinopodium laxiflorum,2
110116,Galium taiwanense,2
081060,Tsuga chinensis v. formosana,15
081060,Yushania niitakayamensis,95
081060,Daphne kiusiana v. atrocaulis,1
081060,Berberis kawakamii,1
081060,Pieris taiwanensis,1
081060,Rhododendron pseudochrysanthum,2
081060,Rubus pectinellus,1
081060,Galium echinocarpum,1
081060,Chimaphila japonica,1
